Movie,"Release
Date",Theatrical Distributor,MPAA/Rating,Gross,Tickets Sold,Genre
Kochadaiiyaan,11-Apr-14,Eros Entertainment,Not Rated,"$583,172 ","71,379",Action
Rio 2,11-Apr-14,20th Century Fox,G,"$131,538,435 ","16,100,175",Adventure
Cuban Fury,11-Apr-14,Entertainment One,R,"$57,105 ","6,989",Comedy
Draft Day,11-Apr-14,Lionsgate,PG-13,"$28,842,237 ","3,530,261",Drama
The Railway Man,11-Apr-14,Weinstein Co.,R,"$4,438,438 ","543,260",Drama
Only Lovers Left Alive,11-Apr-14,Sony Pictures Cla…,R,"$1,876,685 ","229,704",Drama
Joe,11-Apr-14,Roadside Attractions,R,"$373,375 ","45,700",Drama
Hateship Loveship,11-Apr-14,IFC Films,R,"$51,610 ","6,317",Drama
Oculus,11-Apr-14,Relativity,R,"$27,695,246 ","3,389,870",Horror
Oculus,11-Apr-14,Relativity,R,"$27,695,246 ","3,389,870",Horror
The Butterfly Room,11-Apr-14,Archstone Enterta�,Not Rated,"$1,081 ",132,Thriller/Suspense
Heaven is for Real,16-Apr-14,Sony Pictures,PG,"$91,386,097 ","11,185,568",Drama
En solitaire,18-Apr-14,Mongrel Media,Not Rated,"$103,628 ","12,683",Adventure
A Haunted House 2,18-Apr-14,Open Road,R,"$17,329,487 ","2,121,112",Comedy
Fading Gigolo,18-Apr-14,Alchemy,R,"$3,747,833 ","458,731",Comedy
Trailer Park Boys 3: Don’t …,18-Apr-14,Entertainment One,Not Rated,"$2,090,607 ","255,888",Comedy
Menu degustacio,18-Apr-14,Magnolia Pictures,PG-13,"$18,686 ","2,287",Comedy
2 States,18-Apr-14,UTV Communications,Not Rated,"$2,238,175 ","273,950",Drama
Redwood Highway,18-Apr-14,Monterey Media,PG-13,"$134,049 ","16,407",Drama
Kid Cannabis,18-Apr-14,Well Go USA,Not Rated,"$5,565 ",681,Drama
Gabrielle,18-Apr-14,Entertainment One,R,"$4,804 ",588,Drama
Mo jing,18-Apr-14,China Lion Film D…,Not Rated,"$172,010 ","21,053",Horror
13 Sins,18-Apr-14,RADiUS-TWC,R,"$9,134 ","1,117",Horror
Mo jing,18-Apr-14,China Lion Film D�,Not Rated,"$172,010 ","21,053",Horror
13 Sins,18-Apr-14,RADiUS-TWC,R,"$9,134 ","1,117",Horror
Transcendence,18-Apr-14,Warner Bros.,PG-13,"$23,022,309 ","2,817,908",Thriller/Suspense
From the Rough,23-Apr-14,Freestyle Releasing,PG,"$150,000 ","18,359",Drama
Brick Mansions,25-Apr-14,Relativity,PG-13,"$20,396,829 ","2,496,551",Action
The Other Woman,25-Apr-14,20th Century Fox,PG-13,"$83,911,193 ","10,270,647",Comedy
Wakolda,25-Apr-14,Samuel Goldwyn Films,PG-13,"$414,912 ","50,784",Drama
Jeune & Jolie,25-Apr-14,IFC Films,Not Rated,"$99,118 ","12,131",Drama
Beneath the Harvest Sky,25-Apr-14,TriBeca Films,Not Rated,"$34,768 ","4,255",Drama
The Quiet Ones,25-Apr-14,Lionsgate,PG-13,"$8,509,867 ","1,041,599",Horror
The Quiet Ones,25-Apr-14,Lionsgate,PG-13,"$8,509,867 ","1,041,599",Horror
Locke,25-Apr-14,A24,R,"$1,370,646 ","167,765",Thriller/Suspense
Blue Ruin,25-Apr-14,RADiUS-TWC,R,"$258,384 ","31,625",Thriller/Suspense
Last Passenger,25-Apr-14,Cohen Media Group,R,"$9,326 ","1,141",Thriller/Suspense
Mememe no kurage,1-May-14,,Not Rated,"$8,176 ",969,Comedy
The Amazing Spider-Man 2,2-May-14,Sony Pictures,PG-13,"$202,853,933 ","24,829,122",Action
Tom yum goong 2,2-May-14,Magnet Pictures,R,"$2,463 ",301,Action
Walk of Shame,2-May-14,Focus Features,R,"$59,209 ","7,247",Comedy
Belle,2-May-14,Fox Searchlight,PG,"$10,726,630 ","1,312,929",Drama
Ida,2-May-14,Music Box Films,PG-13,"$3,704,612 ","453,440",Drama
Pour une femme,2-May-14,Film Movement,Not Rated,"$122,764 ","15,026",Drama
Water & Power,2-May-14,North/South Pictures,Not Rated,"$42,557 ","5,208",Drama
Decoding Annie Parker,2-May-14,Entertainment One,R,"$39,850 ","4,877",Drama
Ida,2-May-14,Music Box Films,PG-13,"$122,448 ","14,525",Drama
A Long Way Off,6-May-14,Moving Visions En…,PG,"$28,951 ","3,543",Drama
Moms’ Night Out,9-May-14,Sony Pictures,PG,"$10,429,707 ","1,276,585",Adventure
Legends of Oz: Dorothy’s Re…,9-May-14,Clarius Entertain…,PG,"$8,462,347 ","1,035,782",Adventure
Neighbors,9-May-14,Universal,R,"$150,086,800 ","18,370,477",Comedy
Chef,9-May-14,Open Road,R,"$31,424,004 ","3,846,267",Comedy
The Double,9-May-14,Magnolia Pictures,R,"$200,406 ","24,529",Comedy
Palo Alto,9-May-14,TriBeca Films,R,"$767,732 ","93,969",Drama
Avis de mistral,9-May-14,Mongrel Media,Not Rated,"$191,839 ","23,480",Drama
God’s Pocket,9-May-14,IFC Films,R,"$166,457 ","20,374",Drama
Stage Fright,9-May-14,Magnolia Pictures,R,"$7,078 ",866,Horror
Stage Fright,9-May-14,Magnolia Pictures,R,"$7,078 ",866,Horror
Les chevaux de Dieu,14-May-14,Kino Lorber,Not Rated,"$14,817 ","1,813",Drama
Godzilla,16-May-14,Warner Bros.,PG-13,"$200,676,069 ","24,562,554",Action
Million Dollar Arm,16-May-14,Walt Disney,PG,"$36,447,959 ","4,461,194",Drama
The Immigrant,16-May-14,RADiUS-TWC,R,"$2,013,456 ","246,445",Drama
Half of a Yellow Sun,16-May-14,Monterey Media,R,"$53,645 ","6,566",Drama
Half of a Yellow Sun,16-May-14,Monterey Media,R,$884 ,104,Drama
X-Men: Days of Future Past,23-May-14,20th Century Fox,PG-13,"$233,921,534 ","28,631,766",Action
La danza de la realidad,23-May-14,ABCKO Films,Not Rated,"$293,680 ","35,946",Drama
Stand Clear of the Closing …,23-May-14,Oscilloscope Pict…,Not Rated,"$17,282 ","2,115",Drama
Grand départ,23-May-14,Rialto Pictures,Not Rated,$459 ,56,Drama
Cold in July,23-May-14,IFC Films,R,"$423,223 ","51,802",Thriller/Suspense
Maleficent,30-May-14,Walt Disney,PG,"$241,407,328 ","29,548,020",Adventure
The Grand Seduction,30-May-14,Entertainment One,PG-13,"$3,409,304 ","417,295",Comedy
Attila Marcel,30-May-14,Mongrel Media,Not Rated,"$25,601 ","3,133",Comedy
Vi ar bast!,30-May-14,Magnolia Pictures,Not Rated,"$180,590 ","22,104",Drama
Emoticon,30-May-14,Indican Pictures,Not Rated,"$11,761 ","1,439",Drama
Night Moves,30-May-14,Cinedigm,R,"$271,755 ","33,262",Thriller/Suspense
Edge of Tomorrow,6-Jun-14,Warner Bros.,PG-13,"$100,206,256 ","12,265,147",Action
Filmistan,6-Jun-14,UTV Communications,Not Rated,"$45,406 ","5,557",Comedy
Ping Pong Summer,6-Jun-14,Gravitas Ventures,Not Rated,"$31,900 ","3,904",Comedy
The Animal Project,6-Jun-14,Mongrel Media,Not Rated,"$7,580 ",927,Comedy
The Fault in Our Stars,6-Jun-14,20th Century Fox,PG-13,"$124,872,350 ","15,284,253",Drama
Test,6-Jun-14,Variance Films,Not Rated,"$18,823 ","2,303",Drama
2 automnes 3 hivers,6-Jun-14,Film Movement,Not Rated,"$5,030 ",615,Drama
The Sacrament,6-Jun-14,Magnolia Pictures,R,"$9,221 ","1,128",Horror
The Sacrament,6-Jun-14,Magnolia Pictures,R,"$9,221 ","1,128",Horror
Holiday,6-Jun-14,Reliance Entertai�,Not Rated,"$706,893 ","86,523",Thriller/Suspense
Borgman,6-Jun-14,Drafthouse Films,Not Rated,"$57,475 ","7,034",Thriller/Suspense
Oh Boy,9-Jun-14,Music Box Films,Not Rated,"$150,275 ","18,393",Drama
Horici ker,11-Jun-14,,Not Rated,"$26,105 ","3,195",Drama
How to Train Your Dragon 2,13-Jun-14,20th Century Fox,PG,"$177,002,924 ","21,664,984",Adventure
22 Jump Street,13-Jun-14,Sony Pictures,R,"$191,719,337 ","23,466,259",Comedy
Los insolitos peces gato,13-Jun-14,Strand,Not Rated,"$11,278 ","1,380",Comedy
The Rover,13-Jun-14,A24,R,"$1,109,199 ","135,764",Drama
Alone Yet Not Alone,13-Jun-14,Hammond Entertain…,PG-13,"$795,755 ","97,399",Drama
La petite reine,13-Jun-14,Entertainment One,Not Rated,"$430,527 ","52,696",Drama
Hellion,13-Jun-14,IFC Films,R,"$51,748 ","6,333",Drama
Dast-Neveshtehaa Nemisoosand,13-Jun-14,Kino Lorber,Not Rated,"$4,279 ",523,Drama
Dast-Neveshtehaa Nemisoosand,13-Jun-14,Kino Lorber,Not Rated,"$2,016 ",239,Drama
The Signal,13-Jun-14,Focus Features,PG-13,"$600,896 ","73,549",Thriller/Suspense
Comme un chef,20-Jun-14,Cohen Media Group,PG-13,"$342,667 ","41,942",Comedy
Conte d’été,20-Jun-14,Big World Pictures,Not Rated,"$198,127 ","24,250",Comedy
Conte d’été,20-Jun-14,Big World Pictures,Not Rated,$664 ,78,Comedy
Third Person,20-Jun-14,Sony Pictures Cla…,R,"$1,019,038 ","124,729",Drama
La Vénus à la fourrure,20-Jun-14,IFC Films,Not Rated,"$342,183 ","41,882",Drama
Coherence,20-Jun-14,Oscilloscope Pict…,Not Rated,"$102,617 ","12,560",Drama
Dom over dod man,20-Jun-14,Music Box Films,Not Rated,"$62,506 ","7,650",Drama
Exhibition,20-Jun-14,Kino Lorber,Not Rated,"$14,157 ","1,732",Drama
Exhibition,20-Jun-14,Kino Lorber,Not Rated,$187 ,22,Drama
Yves Saint Laurent,25-Jun-14,Weinstein Co.,R,"$723,593 ","88,567",Drama
Transformers: Age of Extinc…,27-Jun-14,Paramount Pictures,PG-13,"$245,439,076 ","30,041,502",Action
Ek Villain,27-Jun-14,Eros Entertainment,Not Rated,"$414,116 ","50,687",Action
The Breakup Guru,27-Jun-14,China Lion Film D…,Not Rated,"$208,959 ","25,576",Action
Arme Riddere,27-Jun-14,Doppelganger Rele…,Not Rated,$806 ,98,Action
Begin Again,27-Jun-14,Weinstein Co.,R,"$16,170,632 ","1,979,269",Drama
Punjab 1984,27-Jun-14,White Hill Produc…,Not Rated,"$265,000 ","32,435",Drama
Siddharth,27-Jun-14,Zeitgeist,Not Rated,"$60,537 ","7,409",Drama
Archipelago,27-Jun-14,Kino Lorber,Not Rated,"$7,791 ",953,Drama
Unrelated,27-Jun-14,Kino Lorber,Not Rated,"$4,419 ",540,Drama
Tore tanzt,27-Jun-14,Drafthouse Films,Not Rated,"$4,871 ",596,Horror
Tore tanzt,27-Jun-14,Drafthouse Films,Not Rated,"$4,871 ",596,Horror
Snowpiercer,27-Jun-14,RADiUS-TWC,R,"$4,563,029 ","558,510",Thriller/Suspense
Radio Free Albemuth,27-Jun-14,Freestyle Releasing,R,"$8,493 ","1,039",Thriller/Suspense
Earth to Echo,2-Jul-14,Relativity,PG,"$38,934,842 ","4,765,586",Adventure
Tammy,2-Jul-14,Warner Bros.,R,"$84,525,432 ","10,345,830",Comedy
Deliver Us from Evil,2-Jul-14,Sony Pictures,R,"$30,577,122 ","3,742,609",Horror
Deliver Us from Evil,2-Jul-14,Sony Pictures,R,"$30,577,122 ","3,742,609",Horror
Cinemanovels,3-Jul-14,Monterey Media,R,$670 ,82,Drama
The Girl on the Train,3-Jul-14,Monterey Media,R,"$3,124 ",382,Thriller/Suspense
Parde,9-Jul-14,Variance Films,Not Rated,"$28,098 ","3,439",Drama
Dawn of the Planet of the Apes,11-Jul-14,20th Century Fox,PG-13,"$208,545,589 ","25,525,775",Adventure
Land Ho!,11-Jul-14,Sony Pictures Cla…,R,"$727,430 ","89,036",Comedy
Les vacances du petit Nicolas,11-Jul-14,Mongrel Media,Not Rated,"$513,654 ","62,870",Comedy
Les vacances du petit Nicolas,11-Jul-14,Mongrel Media,Not Rated,"$5,114 ",606,Comedy
Boyhood,11-Jul-14,IFC Films,R,"$24,299,768 ","2,974,267",Drama
Humpty Sharma Ki Dulhania,11-Jul-14,Reliance Big Pict…,Not Rated,"$380,011 ","46,512",Drama
As It Is in Heaven,11-Jul-14,Cinema Purgatorio,Not Rated,"$13,486 ","1,650",Drama
A Long Way Down,11-Jul-14,Magnolia Pictures,R,"$13,347 ","1,633",Drama
Las horas muertas,11-Jul-14,Strand,Not Rated,"$7,879 ",964,Drama
Boyhood,11-Jul-14,IFC Films,R,"$1,080,207 ","128,138",Drama
Planes: Fire and Rescue,18-Jul-14,Walt Disney,PG,"$59,157,732 ","7,240,848",Adventure
Sex Tape,18-Jul-14,Sony Pictures,R,"$38,543,473 ","4,717,683",Comedy
Wish I Was Here,18-Jul-14,Focus Features,R,"$3,591,299 ","439,571",Comedy
Persecuted,18-Jul-14,"One Media, LLC",PG-13,"$1,557,494 ","190,635",Drama
I Origins,18-Jul-14,Fox Searchlight,R,"$336,472 ","41,183",Drama
Viaggio sola,18-Jul-14,Music Box Films,Not Rated,"$306,917 ","37,566",Drama
L’écume des jours,18-Jul-14,Drafthouse Films,Not Rated,"$303,187 ","37,109",Drama
The Purge: Anarchy,18-Jul-14,Universal,R,"$71,562,550 ","8,759,186",Thriller/Suspense
A Master Builder,23-Jul-14,Abramorama Films,Not Rated,"$46,874 ","5,737",Drama
Lucy,25-Jul-14,Universal,R,"$126,573,960 ","15,492,528",Action
Kick,25-Jul-14,UTV Communications,Not Rated,"$2,472,695 ","302,655",Action
Hercules,25-Jul-14,Paramount Pictures,PG-13,"$72,688,614 ","8,897,015",Adventure
And So It Goes,25-Jul-14,Clarius Entertain…,PG-13,"$15,160,801 ","1,855,667",Comedy
Happy Christmas,25-Jul-14,Magnolia Pictures,R,"$30,312 ","3,710",Comedy
Come Back to Me,25-Jul-14,Freestyle Releasing,R,"$7,744 ",947,Horror
Come Back to Me,25-Jul-14,Freestyle Releasing,R,"$7,744 ",947,Horror
A Most Wanted Man,25-Jul-14,Roadside Attractions,R,"$17,237,855 ","2,109,896",Thriller/Suspense
Guardians of the Galaxy,1-Aug-14,Walt Disney,PG-13,"$333,055,258 ","40,765,637",Action
Guardians of the Galaxy,1-Aug-14,Walt Disney,PG-13,"$116,854 ","13,861",Action
Guardians of the Galaxy,1-Aug-14,Walt Disney,PG-13,"$542,000 ","59,170",Action
Get on Up,1-Aug-14,Universal,PG-13,"$30,569,935 ","3,741,730",Drama
Child of God,1-Aug-14,Well Go USA,R,"$37,949 ","4,644",Drama
Moebiuseu,1-Aug-14,RAM Releasing,R,"$2,340 ",286,Drama
Myeong-ryang,8-Aug-14,CJ Entertainment,Not Rated,"$2,830,989 ","346,510",Action
Teenage Mutant Ninja Turtles,8-Aug-14,Paramount Pictures,PG-13,"$191,204,754 ","23,403,274",Adventure
The Hundred-Foot Journey,8-Aug-14,Walt Disney,PG,"$54,235,441 ","6,638,364",Comedy
Entertainment,8-Aug-14,B4U Movies,Not Rated,"$255,000 ","31,211",Comedy
Step Up All In,8-Aug-14,Lionsgate,PG-13,"$14,904,384 ","1,824,282",Drama
After,8-Aug-14,Paladin,R,"$24,545 ","3,004",Drama
Into the Storm,8-Aug-14,Warner Bros.,PG-13,"$47,602,194 ","5,826,461",Thriller/Suspense
Let’s Be Cops,13-Aug-14,20th Century Fox,R,"$82,390,774 ","10,084,550",Comedy
La jalousie,13-Aug-14,Distrib Films,Not Rated,"$63,946 ","7,826",Drama
The Expendables 3,15-Aug-14,Lionsgate,PG-13,"$39,322,544 ","4,813,040",Action
Singham Returns,15-Aug-14,Eros Entertainment,Not Rated,"$1,226,581 ","150,132",Action
Ragnarok,15-Aug-14,Magnolia Pictures,PG-13,"$1,369 ",167,Adventure
The Trip to Italy,15-Aug-14,IFC Films,Not Rated,"$2,873,758 ","351,745",Comedy
Frank,15-Aug-14,Magnolia Pictures,R,"$645,186 ","78,970",Comedy
Jake Squared,15-Aug-14,Freestyle Releasing,R,"$2,592 ",317,Comedy
The Giver,15-Aug-14,Weinstein Co.,PG-13,"$45,090,374 ","5,519,017",Drama
Fort McCoy,15-Aug-14,Monterey Media,R,"$78,948 ","9,663",Drama
Nightlights,15-Aug-14,Indican Pictures,Not Rated,"$12,848 ","1,572",Drama
Nightlights,15-Aug-14,Indican Pictures,Not Rated,"$8,140 ",941,Drama
Nightlights,15-Aug-14,Indican Pictures,Not Rated,$159 ,17,Drama
Sin City: A Dame to Kill For,22-Aug-14,Weinstein Co.,R,"$13,757,804 ","1,683,941",Action
The Olivia Experiment,22-Aug-14,Indican Pictures,Not Rated,"$6,366 ",779,Comedy
The Olivia Experiment,22-Aug-14,Indican Pictures,Not Rated,$500 ,59,Comedy
The Olivia Experiment,22-Aug-14,Indican Pictures,Not Rated,"$8,256 ",954,Comedy
If I Stay,22-Aug-14,Warner Bros.,PG-13,"$50,474,843 ","6,178,071",Drama
When the Game Stands Tall,22-Aug-14,Sony Pictures,PG,"$30,127,963 ","3,687,633",Drama
Love is Strange,22-Aug-14,Sony Pictures Cla…,R,"$2,262,203 ","276,891",Drama
Abus de faiblesse,22-Aug-14,Strand,Not Rated,"$31,557 ","3,862",Drama
Love is Strange,22-Aug-14,Sony Pictures Cla…,R,$352 ,41,Drama
Starred Up,27-Aug-14,TriBeca Films,Not Rated,"$54,915 ","6,721",Drama
The November Man,27-Aug-14,Relativity,R,"$25,018,119 ","3,062,193",Thriller/Suspense
Kundo: min-ran-eui-si-dae,29-Aug-14,Well Go USA,Not Rated,"$120,857 ","14,792",Action
Canopy,29-Aug-14,Monterey Media,PG-13,"$8,462 ","1,035",Adventure
Life of Crime,29-Aug-14,Lionsgate/Roadsid…,R,"$265,452 ","32,491",Comedy
Last Weekend,29-Aug-14,IFC Films,Not Rated,"$26,111 ","3,195",Comedy
Cantinflas,29-Aug-14,Lionsgate,PG,"$6,382,924 ","781,263",Drama
The Last of Robin Hood,29-Aug-14,Samuel Goldwyn Films,R,"$171,138 ","20,947",Drama
The Congress,29-Aug-14,Drafthouse Films,Not Rated,"$137,815 ","16,868",Drama
Raja Natwarlal,29-Aug-14,UTV Communications,Not Rated,"$131,105 ","16,047",Drama
A nagy füzet,29-Aug-14,Sony Pictures Cla…,R,"$66,235 ","8,107",Drama
"Era Uma Vez Eu, Veronica",29-Aug-14,Big World Pictures,Not Rated,"$2,216 ",271,Drama
"As Above, So Below",29-Aug-14,Universal,R,"$21,222,315 ","2,597,590",Thriller/Suspense
LՎtrange couleur des larme�,29-Aug-14,Strand,Not Rated,"$7,182 ",879,Thriller/Suspense
Rocks in My Pockets,3-Sep-14,Zeitgeist,Not Rated,"$34,236 ","4,190",Adventure
Falcon Rising,4-Sep-14,Freestyle Releasing,R,"$11,774 ","1,441",Action
Innocence,5-Sep-14,JSC Entertainment,PG-13,"$292,824 ","35,841",Action
Thunder and the House of Magic,5-Sep-14,Shout! Factory,Not Rated,"$4,091 ",500,Adventure
Feuchtgebiete,5-Sep-14,Strand,Not Rated,"$59,437 ","7,275",Comedy
Kelly & Cal,5-Sep-14,IFC Films,R,"$15,297 ","1,872",Comedy
The Identical,5-Sep-14,Freestyle Releasing,PG,"$2,827,666 ","346,103",Drama
Yi Sheng Yi Shi,5-Sep-14,China Lion Film D…,Not Rated,"$417,558 ","51,108",Drama
Frontera,5-Sep-14,Magnolia Pictures,PG-13,"$59,696 ","7,306",Drama
Memphis,5-Sep-14,Kino Lorber,Not Rated,"$21,232 ","2,598",Drama
Memphis,5-Sep-14,Kino Lorber,Not Rated,$54 ,6,Drama
The Remaining,5-Sep-14,Sony Pictures,PG-13,"$1,169,603 ","143,158",Horror
The Remaining,5-Sep-14,Sony Pictures,PG-13,"$1,169,603 ","143,158",Horror
The Captive,5-Sep-14,Entertainment One,R,"$450,000 ","55,079",Thriller/Suspense
The Captive,5-Sep-14,Entertainment One,R,"$1,457 ",172,Thriller/Suspense
My Old Lady,10-Sep-14,Cohen Media Group,PG-13,"$4,001,608 ","489,792",Comedy
My Old Lady,10-Sep-14,Cohen Media Group,PG-13,"$9,922 ","1,176",Comedy
Jiao you,11-Sep-14,Cinema Guild,Not Rated,"$10,433 ","1,237",Drama
Pirates,12-Sep-14,Well Go USA,Not Rated,"$160,133 ","19,600",Adventure
Dolphin Tale 2,12-Sep-14,Warner Bros.,PG,"$42,024,533 ","5,143,761",Drama
The Drop,12-Sep-14,Fox Searchlight,R,"$10,724,389 ","1,312,654",Drama
The Skeleton Twins,12-Sep-14,Lionsgate/Roadsid…,R,"$5,284,309 ","646,794",Drama
Atlas Shrugged: Who Is John…,12-Sep-14,Atlas Distribution,PG-13,"$851,690 ","104,246",Drama
Bird People,12-Sep-14,IFC Films,Not Rated,"$25,209 ","3,085",Drama
The Quitter,12-Sep-14,Goodface Films,Not Rated,"$5,588 ",683,Drama
Honeymoon,12-Sep-14,Magnolia Pictures,R,"$9,318 ","1,140",Horror
Honeymoon,12-Sep-14,Magnolia Pictures,R,"$9,318 ","1,140",Horror
No Good Deed,12-Sep-14,Sony Pictures,PG-13,"$52,543,632 ","6,431,289",Thriller/Suspense
The Guest,17-Sep-14,Picturehouse,R,"$369,911 ","45,276",Thriller/Suspense
The Maze Runner,19-Sep-14,20th Century Fox,PG-13,"$102,104,191 ","12,497,452",Action
A Walk Among the Tombstones,19-Sep-14,Universal,R,"$26,017,685 ","3,184,539",Action
Bing Fung: Chung Sang Chi Mun,19-Sep-14,Well Go USA,R,"$7,679 ",939,Action
The Maze Runner,19-Sep-14,20th Century Fox,PG-13,"$323,671 ","38,395",Action
Yellow Day,19-Sep-14,Self Distributed,PG,"$31,000 ","3,794",Adventure
Yellow Day,19-Sep-14,Self Distributed,PG,"$107,325 ","12,407",Adventure
This is Where I Leave You,19-Sep-14,Warner Bros.,R,"$34,296,320 ","4,197,835",Comedy
Not Cool,19-Sep-14,Starz Media,Not Rated,"$35,688 ","4,368",Comedy
Hollidaysburg,19-Sep-14,Starz Media,Not Rated,"$3,709 ",453,Comedy
Life’s a Breeze,19-Sep-14,Magnolia Pictures,R,"$3,450 ",422,Comedy
Tracks,19-Sep-14,Weinstein Co.,PG-13,"$509,815 ","62,400",Drama
The Zero Theorem,19-Sep-14,Amplify,R,"$257,706 ","31,542",Drama
Stop the Pounding Heart,19-Sep-14,Big World Pictures,Not Rated,"$2,363 ",289,Drama
Tusk,19-Sep-14,A24,R,"$1,821,983 ","223,008",Horror
Tusk,19-Sep-14,A24,R,"$1,821,983 ","223,008",Horror
Shingeki no kyojin endo obu…,23-Sep-14,FUNimation,Not Rated,"$243,356 ","28,867",Action
The Equalizer,26-Sep-14,Sony Pictures,R,"$101,364,626 ","12,406,930",Action
The Equalizer,26-Sep-14,Sony Pictures,R,"$166,112 ","19,705",Action
The Boxtrolls,26-Sep-14,Focus Features,PG,"$50,618,671 ","6,195,675",Adventure
The Boxtrolls,26-Sep-14,Focus Features,PG,"$218,634 ","25,935",Adventure
La ritournelle,26-Sep-14,Mongrel Media,Not Rated,"$35,070 ","4,292",Comedy
Believe Me,26-Sep-14,Riot Studios,PG-13,"$23,689 ","2,899",Comedy
Days and Nights,26-Sep-14,IFC Films,Not Rated,"$8,647 ","1,058",Comedy
Pride,26-Sep-14,CBS Films,R,"$1,447,022 ","177,114",Drama
The Song,26-Sep-14,Samuel Goldwyn Films,PG-13,"$1,005,691 ","123,095",Drama
Jimi: All is By My Side,26-Sep-14,XLrator Media,R,"$340,911 ","41,727",Drama
Lilting,26-Sep-14,Strand,Not Rated,"$26,699 ","3,267",Drama
La petite chambre,26-Sep-14,Cinema Libre,Not Rated,"$5,816 ",711,Drama
M�s negro que la noche,26-Sep-14,Lionsgate,R,"$870,063 ","106,494",Thriller/Suspense
The Two Faces of January,26-Sep-14,Magnolia Pictures,PG-13,"$507,463 ","62,112",Thriller/Suspense
"Men, Women and Children",1-Oct-14,Paramount Pictures,R,"$705,908 ","86,402",Comedy
Bang Bang,2-Oct-14,FIP,Not Rated,"$2,581,138 ","315,928",Action
Haider,2-Oct-14,UTV Communications,Not Rated,"$1,048,143 ","128,291",Drama
The Hero of Color City,3-Oct-14,Magnolia Pictures,G,"$32,188 ","3,939",Adventure
Xin Hua Lu Fang,3-Oct-14,China Lion Film D…,Not Rated,"$774,961 ","94,854",Comedy
Hundraåringen som klev ut g…,3-Oct-14,Mongrel Media,R,"$239,299 ","29,289",Comedy
Hundraåringen som klev ut g…,3-Oct-14,Mongrel Media,R,"$844,463 ","100,173",Comedy
The Good Lie,3-Oct-14,Warner Bros.,PG-13,"$2,716,989 ","332,556",Drama
Libertador,3-Oct-14,Cohen Media Group,R,"$113,067 ","13,839",Drama
The Good Lie,3-Oct-14,Warner Bros.,PG-13,"$5,220 ",619,Drama
Annabelle,3-Oct-14,Warner Bros.,R,"$84,273,813 ","10,315,032",Horror
Annabelle,3-Oct-14,Warner Bros.,R,"$84,273,813 ","10,315,032",Horror
Gone Girl,3-Oct-14,20th Century Fox,R,"$166,197,583 ","20,342,421",Thriller/Suspense
Left Behind,3-Oct-14,Freestyle Releasing,PG-13,"$14,019,924 ","1,716,024",Thriller/Suspense
La chambre bleue,3-Oct-14,IFC Films,R,"$257,757 ","31,549",Thriller/Suspense
Gone Girl,3-Oct-14,20th Century Fox,R,"$1,569,606 ","186,193",Thriller/Suspense
La chambre bleue,3-Oct-14,IFC Films,R,"$2,684 ",318,Thriller/Suspense
Dracula Untold,10-Oct-14,Universal,PG-13,"$55,991,880 ","6,853,351",Action
"Alexander and the Terrible,…",10-Oct-14,Walt Disney,PG,"$66,032,663 ","8,082,333",Adventure
"Alexander and the Terrible,…",10-Oct-14,Walt Disney,PG,"$921,486 ","109,310",Adventure
St. Vincent,10-Oct-14,Weinstein Co.,PG-13,"$43,478,246 ","5,321,694",Comedy
St. Vincent,10-Oct-14,Weinstein Co.,PG-13,"$659,466 ","78,228",Comedy
The Judge,10-Oct-14,Warner Bros.,R,"$47,063,106 ","5,760,478",Drama
Addicted,10-Oct-14,Lionsgate,R,"$17,390,770 ","2,128,613",Drama
Whiplash,10-Oct-14,Sony Pictures Cla…,R,"$5,901,617 ","722,352",Drama
One Chance,10-Oct-14,Weinstein Co.,PG-13,"$90,592 ","11,088",Drama
Whiplash,10-Oct-14,Sony Pictures Cla…,R,"$7,190,389 ","852,952",Drama
The Judge,10-Oct-14,Warner Bros.,R,"$56,282 ","6,676",Drama
Kill the Messenger,10-Oct-14,Focus Features,R,"$2,450,846 ","299,981",Thriller/Suspense
The Devil's Hand,10-Oct-14,Roadside Attractions,PG-13,"$4,239 ",518,Thriller/Suspense
